title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1,latestDir,grp_mainLead,grp_co_lead1,grp_writer,grp_Editor,AllGenre,grp_proCm1,grp_proCm2,2ndgrp_mainLead,2ndgrp_co_lead1
Captain America: The Winter Soldier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,420.4509247058824,Marvel Studios,,Wayne Jaworskyj,Joe Russo,Matthew Schmidt,Chris Evans,Samuel L. Jackson,3,3,3,3,3,"Action,Adventure,Science Fiction",4,6,3,3
Tomorrowland,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,110.08122210526317,Walt Disney Pictures,Babieka,Mariela Zapata,Brad Bird,Walter Murch,Britt Robertson,George Clooney,4,2,4,2,6,"Adventure,Family,Mystery,Science Fiction",6,0,1,8
Big Hero 6,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",3,395.21542,Walt Disney Pictures,Walt Disney Animation Studios,Eliot Milbourn,Don Hall,Tim Mertens,Scott Adsit,Ryan Potter,3,3,0,3,3,"Adventure,Family,Animation,Action,Comedy",6,3,1,0
Wreck-It Ralph,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",3,285.58962969696967,Walt Disney Animation Studios,,Eliot Milbourn,Rich Moore,William J. Caparella,John C. Reilly,Sarah Silverman,3,3,0,3,3,"Family,Animation,Comedy,Adventure",3,6,2,0
The Polar Express,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2,185.37923030303028,Golden Mean,Playtone,Martin L'Heureux,Robert Zemeckis,R. Orlando Duenas,Tom Hanks,Michael Jeter,6,5,0,2,2,"Adventure,Animation,Family,Fantasy",2,2,8,0
Independence Day: Resurgence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,236.17086969696967,Twentieth Century Fox Film Corporation,Centropolis Entertainment,Evan Fisher,Roland Emmerich,Adam Wolfe,Liam Hemsworth,Jeff Goldblum,5,2,3,2,2,"Action,Adventure,Science Fiction",6,2,1,1
How to Train Your Dragon,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",3,299.92652060606065,DreamWorks Animation,Vertigo Entertainment,Karen Foster (V),Dean DeBlois,Darren T. Holmes,Jay Baruchel,Gerard Butler,3,3,4,3,3,"Fantasy,Adventure,Animation,Family",3,4,1,4
Terminator 3: Rise of the Machines,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,217.49999999999997,Columbia Pictures,Intermedia Films,Jack Carpenter,Jonathan Mostow,Neil Travis,Arnold Schwarzenegger,Nick Stahl,2,6,0,3,3,"Action,Thriller,Science Fiction",5,2,8,0
Guardians of the Galaxy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",3,454.8991935294118,Marvel Studios,Moving Picture Company (MPC),Sian Milne,James Gunn,Fred Raskin,Chris Pratt,Zoe Saldana,3,5,2,4,3,"Action,Science Fiction,Adventure",4,0,1,1
Interstellar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,409.16364666666664,Paramount Pictures,Legendary Pictures,Andrew Kinney,Christopher Nolan,Lee Smith,Matthew McConaughey,Jessica Chastain,4,5,5,3,4,"Adventure,Drama,Science Fiction",6,6,5,2
Inception,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",4,515.9579775,Legendary Pictures,Warner Bros.,Jerry Kurland,Christopher Nolan,Lee Smith,Leonardo DiCaprio,Joseph Gordon-Levitt,4,5,4,4,4,"Action,Thriller,Science Fiction,Mystery,Adventure",6,6,5,3
Shin Godzilla,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,513.3333333333334,Cine Bazar,Toho Pictures,Kazuaki Sekiyama,Shinji Higuchi,Atsuki Sato,Hiroki Hasegawa,Yutaka Takenouchi,4,4,0,4,4,"Action,Adventure,Drama,Horror,Science Fiction",4,0,1,0
The Hobbit: An Unexpected Journey,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,408.4414272,WingNut Films,New Line Cinema,Angela Mooar,Peter Jackson,Jabez Olssen,Ian McKellen,Martin Freeman,5,3,3,3,5,"Adventure,Fantasy,Action",5,6,1,2
The Fast and the Furious,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4,545.4840131578948,Universal Pictures,Original Film,Robert Simokovic,Rob Cohen,Peter Honess,Paul Walker,Vin Diesel,6,4,4,4,4,"Action,Crime,Thriller",6,4,4,4
The Curious Case of Benjamin Button,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",2,222.6213886666667,Paramount Pictures,Warner Bros.,Anthony Rizzo,David Fincher,Kirk Baxter,Cate Blanchett,Brad Pitt,5,4,5,3,4,"Fantasy,Drama,Thriller,Mystery,Romance",6,6,3,6
X-Men: First Class,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2,221.0150775,Ingenious Film Partners,Ingenious Media,Ian Blum,Matthew Vaughn,Eddie Hamilton,James McAvoy,Michael Fassbender,3,3,3,4,3,"Action,Science Fiction,Adventure",5,5,2,2
The Hunger Games: Mockingjay - Part 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,408.39266312499996,Studio Babelsberg,Lionsgate,Lara Khachooni,Francis Lawrence,Mark Yoshikawa,Jennifer Lawrence,Josh Hutcherson,4,5,3,3,4,"Action,Adventure,Science Fiction",3,6,3,1
The Sorcerer's Apprentice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2,143.52249466666666,Walt Disney Pictures,Jerry Bruckheimer Films,Larry White,Jon Turteltaub,Scott Chestnut,Nicolas Cage,Jay Baruchel,5,6,3,3,2,"Fantasy,Adventure,Action,Comedy,Drama",6,3,8,1
Poseidon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,113.546760625,Virtual Studios,Next Entertainment,Karin Silvestri,Wolfgang Petersen,Peter Honess,Kurt Russell,Richard Dreyfuss,4,4,6,5,4,"Adventure,Action,Drama,Thriller",4,0,5,1
Alice Through the Looking Glass,"[{""id"": 14, ""name"": ""Fantasy""}]",2,176.1000494117647,Walt Disney Pictures,Team Todd,Vera Zivny,James Bobin,Andrew Weisblum,Johnny Depp,Mia Wasikowska,3,4,4,2,6,Fantasy,6,2,8,1
Shrek the Third,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,499.34885312499995,DreamWorks SKG,DreamWorks Animation,Michael Andrews,Raman Hui,Michael Andrews,Mike Myers,Eddie Murphy,3,5,6,3,4,"Fantasy,Adventure,Animation,Comedy,Family",6,3,3,7
Warcraft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",3,271.048239375,Universal Pictures,Atlas Entertainment,Jeff Cassidy,Duncan Jones,Paul Hirsch,Paula Patton,Travis Fimmel,3,4,0,3,6,"Action,Adventure,Fantasy",6,3,1,0
Terminator Genisys,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",3,284.2603464516129,Paramount Pictures,Annapurna Pictures,Wendy Williams,Alan Taylor,Roger Barton,Arnold Schwarzenegger,Jason Clarke,3,6,3,3,4,"Science Fiction,Action,Thriller,Adventure",6,0,8,1
The Chronicles of Narnia: The Voyage of the Dawn Treader,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,268.18465612903225,Dune Entertainment,Fox 2000 Pictures,Gabriele Zucchelli,Michael Apted,Rick Shaine,Skandar Keynes,Georgie Henley,3,3,0,3,6,"Adventure,Family,Fantasy",4,6,1,0
Pearl Harbor,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",3,320.87210357142857,Jerry Bruckheimer Films,Touchstone Pictures,Clay Rawlins,Michael Bay,Roger Barton,Ben Affleck,Josh Hartnett,4,6,3,3,4,"History,Romance,War",3,6,5,2
Transformers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",3,473.13985333333335,Paramount Pictures,DreamWorks SKG,Luca Marco Paracels,Michael Bay,Tom Muldoon,Shia LaBeouf,Josh Duhamel,4,4,1,4,4,"Adventure,Science Fiction,Action",6,6,3,0
Alexander,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,107.93431741935484,France 3 Cinéma,Intermedia Films,Nourdine Zaoui,Oliver Stone,Alex Marquez,Colin Farrell,Angelina Jolie,6,4,3,2,2,"War,History,Action,Adventure,Drama,Romance",6,2,3,4
Harry Potter and the Order of the Phoenix,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",4,625.4751586666667,Warner Bros.,Heyday Films,Richard Davies,David Yates,Mark Day,Daniel Radcliffe,Rupert Grint,4,4,0,4,4,"Adventure,Fantasy,Family,Mystery",6,0,3,0
Harry Potter and the Goblet of Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",4,597.2806906666666,Patalex IV Productions Limited,Warner Bros.,John Trehy,Mike Newell,Mick Audsley,Daniel Radcliffe,Rupert Grint,6,4,0,4,4,"Adventure,Fantasy,Family",4,6,3,0
Hancock,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,416.0195806666667,Columbia Pictures,Weed Road Pictures,Daren Hicks,Peter Berg,Colby Parker Jr.,Will Smith,Charlize Theron,3,5,4,3,3,"Fantasy,Action",5,3,6,2
I Am Legend,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,390.2326733333333,Village Roadshow Pictures,Original Film,David Neumann,Francis Lawrence,Wayne Wahrman,Will Smith,Alice Braga,4,5,0,3,3,"Drama,Horror,Action,Thriller,Science Fiction",5,4,6,0
Charlie and the Chocolate Factory,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,316.645842,Village Roadshow Pictures,The Zanuck Company,Suzy Strawn Scott,Tim Burton,Chris Lebenzon,Johnny Depp,Freddie Highmore,5,4,3,3,4,"Adventure,Comedy,Family,Fantasy",5,6,8,2
Ratatouille,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,415.815212,Walt Disney Pictures,Pixar Animation Studios,Spiro Carras,Brad Bird,Darren T. Holmes,Patton Oswalt,Ian Holm,4,3,1,3,3,"Animation,Comedy,Family,Fantasy",6,5,1,1
Batman Begins,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,249.47911533333334,DC Comics,Legendary Pictures,Ryan Lastimosa,Christopher Nolan,Lee Smith,Christian Bale,Michael Caine,4,4,3,2,4,"Action,Crime,Drama",4,6,6,2
The Matrix Revolutions,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,283.325474,Village Roadshow Pictures,NPV Entertainment,Chuck Duke,Lana Wachowski,Zach Staenberg,Keanu Reeves,Laurence Fishburne,4,5,4,4,4,"Adventure,Action,Thriller,Science Fiction",5,0,5,1
Frozen,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",4,849.4793393333333,Walt Disney Pictures,Walt Disney Animation Studios,Jessie Erikson,Jennifer Lee,Jeff Draheim,Kristen Bell,Idina Menzel,4,4,0,4,4,"Animation,Adventure,Family",6,3,2,0
The Matrix Reloaded,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,492.39980066666664,Village Roadshow Pictures,NPV Entertainment,James McTeigue,Lana Wachowski,Zach Staenberg,Keanu Reeves,Carrie-Anne Moss,4,5,1,3,4,"Adventure,Action,Thriller,Science Fiction",5,0,5,1
Thor: The Dark World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",3,379.1596482352941,Marvel Studios,,Adriaan Engelbrecht,Alan Taylor,Malcolm Jamieson,Chris Hemsworth,Natalie Portman,3,3,6,3,3,"Action,Adventure,Fantasy",4,6,2,2
Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3,252.57222666666667,Village Roadshow Pictures,Kennedy Miller Productions,Judd Wild,George Miller,Margaret Sixel,Tom Hardy,Charlize Theron,6,5,4,3,3,"Action,Adventure,Science Fiction,Thriller",5,6,2,2
Angels & Demons,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2,237.74229266666666,Columbia Pictures,Imagine Entertainment,Karin Silvestri,Ron Howard,Mike Hill,Tom Hanks,Ewan McGregor,4,5,4,5,4,"Thriller,Mystery",5,6,8,3
Thor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",3,299.5510786666667,Marvel Studios,,Tyler DeLisle,Kenneth Branagh,Paul Rubell,Chris Hemsworth,Natalie Portman,4,3,6,3,3,"Adventure,Fantasy,Action",4,6,2,2
Bolt,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,206.65332933333335,Walt Disney Animation Studios,,Left Lefferts,Byron Howard,Tim Mertens,John Travolta,Miley Cyrus,2,6,3,2,3,"Animation,Family,Adventure,Comedy",3,6,6,1
Wrath of the Titans,"[{""id"": 12, ""name"": ""Adventure""}]",2,200.66666666666669,Legendary Pictures,Thunder Road Pictures,Géza Kovács,Jonathan Liebesman,Martin Walsh,Sam Worthington,Liam Neeson,3,5,6,3,5,Adventure,6,0,2,5
Dark Shadows,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2,163.684766,Village Roadshow Pictures,Infinitum Nihil,David Kennedy,Tim Burton,Chris Lebenzon,Johnny Depp,Michelle Pfeiffer,5,4,1,2,4,"Comedy,Fantasy",5,2,8,1
Mission: Impossible - Rogue Nation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",3,454.8867593333333,Paramount Pictures,Skydance Productions,Martin Corbett,Christopher McQuarrie,Eddie Hamilton,Tom Cruise,Rebecca Ferguson,3,6,0,3,3,"Action,Adventure,Thriller",6,0,8,0
Bee Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,191.729718,Pacific Data Images (PDI),DreamWorks Animation,Steve Cunningham,Simon J. Smith,Nick Fletcher,Jerry Seinfeld,Renée Zellweger,3,2,5,3,3,"Family,Animation,Adventure,Comedy",2,3,1,2
Kung Fu Panda 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",3,443.794854,DreamWorks Animation,,Alex Parkinson,Jennifer Yuh Nelson,Clare De Chenu,Jack Black,Angelina Jolie,3,3,3,3,4,"Animation,Family",3,6,3,4
Mission: Impossible III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3,265.2333413333333,Paramount Pictures,Cruise/Wagner Productions,Tyler Allison,J.J. Abrams,Mary Jo Markey,Tom Cruise,Philip Seymour Hoffman,4,6,4,3,4,"Adventure,Action,Thriller",6,3,8,1
White House Down,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,136.911158,Columbia Pictures,Centropolis Entertainment,Valentin Toncu,Roland Emmerich,Adam Wolfe,Channing Tatum,Jamie Foxx,5,6,3,2,2,"Action,Drama,Thriller",5,2,2,3
Flushed Away,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,43.26128590604027,Aardman Animations,DreamWorks Animation,Steve Cunningham,Sam Fell,Eric Dapkewicz,Hugh Jackman,Kate Winslet,1,4,5,3,1,"Adventure,Animation,Comedy,Family",4,3,3,2
Pan,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1,85.59221333333333,Warner Bros.,Moving Picture Company (MPC),Chris Murphy,Joe Wright,Paul Tothill,Levi Miller,Garrett Hedlund,3,1,2,1,3,"Adventure,Family,Fantasy",6,0,1,1
Troy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",3,284.23420114285716,Plan B Entertainment,Warner Bros.,Aneta Cebula-Hickinbotham,Wolfgang Petersen,Peter Honess,Brad Pitt,Orlando Bloom,4,5,2,3,4,"Adventure,Drama,War",5,6,6,1
Ghostbusters,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2,159.13021458333333,Columbia Pictures,Village Roadshow Pictures,Dennis Colvin,Paul Feig,Mellissa Bretherton,Melissa McCarthy,Kristen Wiig,4,4,4,2,2,"Action,Fantasy,Comedy",5,5,2,1
Armageddon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",3,395.57111857142854,Jerry Bruckheimer Films,Touchstone Pictures,William T. Jones,Michael Bay,Glen Scantlebury,Bruce Willis,Billy Bob Thornton,4,6,6,3,3,"Action,Thriller,Science Fiction,Adventure",3,6,8,2
Men in Black II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,315.5848592857143,Columbia Pictures,Amblin Entertainment,Samuel Nunez,Barry Sonnenfeld,Steven Weisberg,Tommy Lee Jones,Will Smith,4,4,5,3,4,"Action,Adventure,Comedy,Science Fiction",5,6,3,6
Beowulf,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",3,279.62268,Paramount Pictures,Shangri-La Entertainment,Randy Cantor,Robert Zemeckis,Jeremiah O'Driscoll,Ray Winstone,Angelina Jolie,6,3,3,3,4,"Adventure,Action,Animation",6,1,1,4
Fun with Dick and Jane,"[{""id"": 35, ""name"": ""Comedy""}]",2,202.02611199999998,Imagine Entertainment,Columbia Pictures Corporation,Cheryl Ann Nick,Dean Parisot,Don Zimmerman,Jim Carrey,Téa Leoni,2,6,0,2,4,Comedy,6,6,7,0
The Last Samurai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",3,326.256415,Cruise/Wagner Productions,Warner Bros.,Vincent Ward,Edward Zwick,Victor Du Bois,Tom Cruise,Ken Watanabe,4,6,3,3,3,"Drama,Action,War,History",3,6,8,1
Exodus: Gods and Kings,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",2,191.45130571428572,Scott Free Productions,Chernin Entertainment,Sandra Mooney,Ridley Scott,Billy Rich,Christian Bale,Joel Edgerton,5,4,0,2,2,"Adventure,Drama,Action",3,0,6,0
Star Trek,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",3,257.1202973333333,Paramount Pictures,Spyglass Entertainment,Mike Marcuzzi,J.J. Abrams,Mary Jo Markey,Chris Pine,Zachary Quinto,4,3,0,4,4,"Science Fiction,Action,Adventure",6,6,2,0
Spider-Man,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",4,591.1572309352518,Columbia Pictures,Marvel Enterprises,Dennis Webb,Sam Raimi,Bob Murawski,Tobey Maguire,Willem Dafoe,6,4,2,4,4,"Fantasy,Action",5,0,2,1
How to Train Your Dragon 2,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,420.08486068965516,DreamWorks Animation,Mad Hatter Entertainment,Aaron Dem,Dean DeBlois,John K. Carr,Jay Baruchel,Gerard Butler,3,3,4,3,4,"Fantasy,Action,Adventure,Animation,Comedy,Family",3,0,1,4
Gods of Egypt,"[{""id"": 14, ""name"": ""Fantasy""}]",2,107.62918857142859,Summit Entertainment,Mystery Clock Cinema,Kaz Rassoulzadegan,Alex Proyas,Richard Learoyd,Brenton Thwaites,Nikolaj Coster-Waldau,4,2,0,2,3,Fantasy,6,0,1,0
Stealth,"[{""id"": 28, ""name"": ""Action""}]",1,56.98736518518519,Laura Ziskin Productions,Original Film,Angie Jones,Rob Cohen,Stephen E. Rivkin,Josh Lucas,Jessica Biel,6,1,0,3,2,Action,3,4,1,0
Watchmen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,142.50691,Paramount Pictures,DC Comics,Mike Marcuzzi,Zack Snyder,William Hoy,Malin Åkerman,Billy Crudup,4,2,1,4,4,"Action,Mystery,Science Fiction",6,4,1,0
Lethal Weapon 4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2,203.88900214285712,Silver Pictures,Donner/Shuler-Donner Productions,Bill Maher,Richard Donner,Kevin Stitt,Mel Gibson,Danny Glover,6,6,0,2,5,"Action,Adventure,Comedy,Crime,Thriller",5,0,6,0
Hulk,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,179.0952408759124,Universal Pictures,Good Machine,Andrew Anderson,Ang Lee,Tim Squyres,Eric Bana,Jennifer Connelly,5,3,2,2,5,"Drama,Action,Science Fiction",6,0,2,1
